iter	Logloss
0	0.4500639438
1	0.3058869987
2	0.2174021138
3	0.1730776014
4	0.1462457322
5	0.1338972351
6	0.1238966257
7	0.1136692231
8	0.1073547664
9	0.09930726991
10	0.09558906902
11	0.09286632853
12	0.08728020456
13	0.08372673994
14	0.08217324748
15	0.07822473668
16	0.077020256
17	0.0739939011
18	0.07315575296
19	0.07261845585
20	0.07210159765
21	0.0714504299
22	0.07058629088
23	0.06993152579
24	0.06937643262
25	0.06894231534
26	0.06852177377
27	0.06762601287
28	0.06748045747
29	0.06741815042
30	0.06649053057
31	0.06577118547
32	0.06570302452
33	0.06549109481
34	0.06515815272
35	0.06471813375
36	0.06463027418
37	0.06455111468
38	0.06443405823
39	0.06388389689
40	0.06294331912
41	0.06274542028
42	0.06255754934
43	0.06248102731
44	0.06214826713
45	0.06197345262
46	0.06189505908
47	0.06163028503
48	0.06148579711
49	0.06143898549
50	0.06122420493
51	0.061096026
52	0.06030770851
53	0.06026873018
54	0.06020398205
55	0.05998241414
56	0.05988392244
57	0.05982061906
58	0.05911330133
59	0.05899805188
60	0.05878228452
61	0.0587246801
62	0.05860283664
63	0.05787954663
64	0.05762135412
65	0.05748744824
66	0.05739544894
67	0.05713884482
68	0.05703784106
69	0.0568417387
70	0.05677827609
71	0.05668578174
72	0.05655174764
73	0.05640256417
74	0.05628688166
75	0.05606880097
76	0.05599593472
77	0.05579020266
78	0.05555875408
79	0.05545207948
80	0.05543496367
81	0.05492188542
82	0.05486210276
83	0.05480703801
84	0.05476564381
85	0.05469804097
86	0.05465838139
87	0.05450792914
88	0.05449172159
89	0.05425633967
90	0.05369571776
91	0.05364037441
92	0.05356036133
93	0.05345395629
94	0.05343558843
95	0.05340684613
96	0.05324513334
97	0.05320266891
98	0.0531159224
99	0.05310243865
100	0.05304157436
101	0.05293098799
102	0.05291333336
103	0.05283024883
104	0.05279669851
105	0.0526542211
106	0.05225797759
107	0.05215058025
108	0.05209532156
109	0.05200321514
110	0.05192571937
111	0.05184884398
112	0.05184357788
113	0.0518153959
114	0.05178458524
115	0.05164506778
116	0.05124755253
117	0.05121424279
118	0.05111413833
119	0.05106801216
120	0.0508475348
121	0.05029938079
122	0.05028473418
123	0.0499167334
124	0.04983105784
125	0.04935571296
126	0.04906175173
127	0.04899803095
128	0.04896450458
129	0.04893063541
130	0.04889382808
131	0.04886839992
132	0.04878674301
133	0.04877075185
134	0.04852672389
135	0.0483654272
136	0.0482955649
137	0.04815694287
138	0.0481130748
139	0.04801938997
140	0.04790646274
141	0.04784888037
142	0.04751321442
143	0.04742549281
144	0.04740348021
145	0.04733448342
146	0.04731329762
147	0.04699924562
148	0.04671641439
149	0.04662969801
150	0.04655999847
151	0.04642360312
152	0.04634717634
153	0.0463289273
154	0.04630770685
155	0.04628988983
156	0.04620814962
157	0.04619556524
158	0.04617701155
159	0.04611523245
160	0.04602101632
161	0.04597060941
162	0.04594281093
163	0.04590195491
164	0.04584325692
165	0.04578921994
166	0.0457013095
167	0.04563422952
168	0.04562217176
169	0.04557132366
170	0.04536966163
171	0.04526607388
172	0.0450658337
173	0.04499601112
174	0.04490530639
175	0.04478368361
176	0.04470988584
177	0.04464614222
178	0.04459732955
179	0.04455973839
180	0.04455608155
181	0.04446327895
182	0.04438884295
183	0.04429557173
184	0.04425581152
185	0.04418504849
186	0.04413163662
187	0.04402754753
188	0.04401121663
189	0.04398825211
190	0.043981112
191	0.04389394226
192	0.04382926275
193	0.0437486119
194	0.04374230502
195	0.04372876584
196	0.04367594614
197	0.04363773392
198	0.0435592437
199	0.04349054733
200	0.04340963954
201	0.04335629518
202	0.04331287285
203	0.04328734018
204	0.04320650346
205	0.04295267986
206	0.04283893964
207	0.04279671617
208	0.04270866013
209	0.04263972714
210	0.04258818713
211	0.04257050809
212	0.04253090813
213	0.04248082603
214	0.04247186684
215	0.04239837708
216	0.04237755729
217	0.04236327794
218	0.04235295758
219	0.04228590864
220	0.04226820722
221	0.04221583354
222	0.04208979095
223	0.04195014236
224	0.04193247045
225	0.04188403588
226	0.04181583522
227	0.04172511989
228	0.04171365508
229	0.04161091627
230	0.04158110207
231	0.04156262888
232	0.0415125087
233	0.04146603778
234	0.04135633916
235	0.04129413224
236	0.04127631076
237	0.04123192273
238	0.04118766756
239	0.0411607643
240	0.04112127758
241	0.04108446169
242	0.04103785273
243	0.04093239148
244	0.04084888726
245	0.04077841154
246	0.04072614952
247	0.04069019375
248	0.04067875803
249	0.04063820525
250	0.04061234164
251	0.04060742219
252	0.04057516939
253	0.04056626749
254	0.04054328947
255	0.04049990775
256	0.04048185487
257	0.04045462642
258	0.04043258552
259	0.04039058211
260	0.04035052505
261	0.04029900532
262	0.04024412711
263	0.04021260855
264	0.04018522016
265	0.04014900975
266	0.04013845153
267	0.04011056355
268	0.04002699129
269	0.03997389567
270	0.03993499822
271	0.03989120885
272	0.03985221869
273	0.03973163131
274	0.03969156038
275	0.03965296858
276	0.03963284742
277	0.03953811424
278	0.03948092393
279	0.03942508954
280	0.03928619109
281	0.0392565302
282	0.03920428627
283	0.03919794083
284	0.03918837005
285	0.03916110185
286	0.039096984
287	0.0390556596
288	0.03901378214
289	0.03899235662
290	0.03892782177
291	0.03887633474
292	0.03883522606
293	0.0387897078
294	0.03877272681
295	0.03876438668
296	0.03873399918
297	0.03866443696
298	0.03862990533
299	0.03853755397
