wallet_id,total_transaction_count,total_transaction_sum,big_transaction_count,big_transaction_sum,small_transaction_count,small_transaction_sum,from_transaction_count,from_transaction_sum,to_transaction_count,to_transaction_sum,to_unique_wallet,from_unique_wallet,from_unique_big,to_unique_big,from_unique_small,to_unique_small,classification
207856,0,0,0,0,0,0,1,23.208139457272278,0,0,0,1,0,0,0,0,Positive
207857,2,21.41741251783944,0,0,0,0,1,20.724265337279494,1,20.724265337279494,1,1,0,0,0,0,Positive
207861,4,20.69999721000706,0,0,0,0,1,19.869949904233646,3,20.12724536711719,0,1,0,0,0,0,Positive
207862,0,0,0,0,0,0,1,24.634726340339945,0,0,0,1,0,0,0,0,Positive
207863,0,0,0,0,0,0,1,20.72326583694641,0,0,0,1,0,0,0,0,Positive
207865,2,20.617905321288585,0,0,0,0,1,19.92475814072864,1,19.92475814072864,1,1,0,0,0,0,Positive
207871,0,0,0,0,0,0,1,19.081801763192303,0,0,0,1,0,0,0,0,Positive
207872,0,0,0,0,0,0,1,20.512544805630757,0,0,0,1,0,0,0,0,Positive
207873,207,26.265759830768772,0,0,45,21.113531332652034,180,26.059538148901623,27,24.58561677330129,0,0,0,0,0,0,Positive
207875,2,25.77071107160464,0,0,0,0,1,25.077563891044697,1,25.077563891044697,1,1,0,0,0,0,Positive
207877,0,0,0,0,0,0,1,20.72326632494629,0,0,0,1,0,0,0,0,Positive
207878,2,44.09553933739019,1,44.09553933436125,0,0,1,24.4804871445544,1,44.09553933436125,1,1,0,0,0,0,Positive
207879,0,0,0,0,0,0,1,20.763447626579243,0,0,0,1,0,0,0,0,Positive
207880,0,0,0,0,0,0,1,24.124463218608568,0,0,0,1,0,0,0,0,Positive
207881,6,45.330546378968016,1,45.330546368642786,0,0,2,45.33054637189449,4,26.56363929034471,0,0,0,0,0,0,Negative
207882,8,45.84082043045636,2,45.84082042375467,1,13.870123735436495,6,45.84082042880549,2,25.618856495698335,0,0,0,0,0,0,Negative
207886,2,21.086627704394477,0,0,0,0,1,20.666319951461887,1,20.017055706356366,1,1,0,0,0,0,Positive
207887,0,0,0,0,1,15.483217378522351,2,20.040662870262135,0,0,0,0,0,0,0,0,Positive
207889,0,0,0,0,0,0,1,21.91415340172369,0,0,0,1,0,0,0,0,Positive
207892,28,28.777550663681943,0,0,2,18.733580293667977,2,24.694506962797362,26,28.76055090041597,0,0,0,0,0,0,Positive
207893,2,22.173758916477464,0,0,0,0,1,21.48061173591752,1,21.48061173591752,1,1,0,0,0,0,Positive
207894,2,42.84699172602827,1,42.846991721696746,0,0,1,42.846991721696746,1,23.589645446415727,1,1,1,0,0,0,Negative
207895,2,26.229500625449337,0,0,0,0,1,25.536353444889393,1,25.536353444889393,1,1,0,0,0,0,Positive
207900,0,0,0,0,0,0,10,21.44110563009673,0,0,0,0,0,0,0,0,Positive
207901,0,0,0,0,0,0,1,21.97602880544178,0,0,0,1,0,0,0,0,Positive
207903,0,0,0,0,1,17.034386382832476,2,21.05808599034364,0,0,0,0,0,0,0,0,Positive
207904,2,20.655141026085793,0,0,0,0,1,19.1768027236737,1,20.396349224579094,1,1,0,0,0,0,Positive
